,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,company,condition,dates_clean,approval_date,generic_name,Biosimilar or new formulation?,total_pts_rct,txt_pts_rct,placebo_pts_rct,comparator_pts_rct,NCTid_1,NCTid_2,NCTid_3,NCTid_4,NCTid_5,NCTid_6,,
1,Parsabiv,,,,,,TRUE,,,,,,,,,Parsabiv (etelcalcetide) is a calcium-sensing receptor agonist indicated for the treatment of secondary hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on hemodialysis.,Amgen Inc.,Secondary Hyperparathyroidism,7-Feb-17,2/7/17,etelcalcetide,No,1023,509,514,0,NCT01788046,,,,,,,
1,Trulance,TRUE,,,,,,,,,,,,,,"Trulance (plecanatide) is a guanylate cyclase-C agonist for the treatment of chronic idiopathic constipation, and irritable bowel syndrome with constipation (IBS-C).",Synergy Pharmaceuticals Inc. ,"Constipation -- Chronic, Irritable Bowel Syndrome",19-Jan-17,1/19/17,plecanatide,No,1775,883,892,0,NCT01982240,,,,,,,
1,Spinraza,,,,,,,,,TRUE,,,,,,"Spinraza (nusinersen) is a survival motor neuron-2 (SMN2)-directed antisense oligonucleotide indicated for the treatment of spinal muscular atrophy (SMA) in  pediatric and adult patients.
",Biogen,Spinal Muscular Atrophy,23-Dec-16,12/23/16,nusinersen,No,82,52,30,0,,,,,,,,
1,Rubraca,,,,,,,,TRUE,,,,,,,"Rubraca (rucaparib) is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the treatment of patients with deleterious BRCA mutation (germline and/or somatic)-associated epithelial ovarian, fallopian tube, or primary peritoneal cancer who have been treated with two or more chemotherapies; and for the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to platinum-based chemotherapy. ","Clovis Oncology, Inc.",Ovarian Cancer,19-Dec-16,12/19/16,rucaparib,No,106,106,0,0,,,,,,,,
1,Eucrisa,,,,TRUE,,,,,,,,,,,"Eucrisa (crisaborole) is a novel, non-steroidal topical anti-inflammatory phosphodiesterase-4 (PDE-4) inhibitor indicated for the treatment of mild-to-moderate atopic dermatitis.","Pfizer, Inc.",Atopic Dermatitis,14-Dec-16,12/14/16,crisaborole,No,1522,1016,506,0,,,,,,,,
1,Zinplava,,,,,,,TRUE,,,,,,,,"Zinplava (bezlotoxumab) is a selective, fully-human, monoclonal antibody that binds to Clostridium difficile toxin B, indicated to reduce recurrence of Clostridium difficile infection (CDI) in patients 18 years of age or older.","Merck & Co., Inc.",Prevention of Clostridium Difficile Infection Recurrence,21-Oct-16,10/21/16,bezlotoxumab,No,1554,781,773,0,,,,,,,,
1,Lartruvo,,,,,,,,TRUE,,,,,,,Lartruvo (olaratumab) is a platelet-derived growth factor receptor alpha (PDGFR-‘±) blocking antibody indicated in combination with doxorubicin for the treatment of patients with advanced soft tissue sarcoma (STS).,Eli Lilly and Company,Soft Tissue Sarcoma,19-Oct-16,10/19/16,olaratumab,No,133,66,0,67,,,,,,,,
1,Exondys 51,,,,,,,,,TRUE,,,,,,Exondys 51 (eteplirsen) is an antisense oligonucleotide indicated for the treatment of Duchenne muscular dystrophy (DMD) in patients who have a confirmed mutation of the DMD gene that is amenable to exon 51 skipping.,Sarepta Therapeutics,Duchenne Muscular Dystrophy,19-Sep-16,9/19/16,eteplirsen,No,25,21,4,0,,,,,,,Some cross-over,
1,Adlyxin,TRUE,,,,,,,,,,,,,,Adlyxin (lixisenatide) is a once-daily prandial GLP-1 receptor agonist for the treatment of adults with type 2 diabetes mellitus.,Sanofi,Diabetes Type 2,27-Jul-16,7/27/16,lixisenatide,No,5079,2694,1473,912,,,,,,,,
1,Xiidra,,,,,,,,,,,,,TRUE,,Xiidra (lifitegrast) is a lymphocyte function-associated antigen-1 (LFA-1) antagonist indicated for the treatment of the signs and symptoms of dry eye disease.,Shire US Inc.,Dry Eye Disease,11-Jul-16,7/11/16,lifitegrast,No,2133,1064,1069,0,,,,,,,,
1,Epclusa,,,,,,,TRUE,,,,,,,,Epclusa (sofosbuvir and velpatasvir) is a nucleotide analog polymerase inhibitor and pan-genotypic NS5A inhibitor fixed-dose combination for the treatment of chronic genotype 1-6 hepatitis C virus (HCV) infection.,"Gilead Sciences, Inc.",Chronic Hepatitis C,28-Jun-16,6/28/16,sofosbuvir and velpatasvir,No,1825,1302,116,407,,,,,,,,
1,Zinbryta,,,,,,,,TRUE,,,,,,,Zinbryta (daclizumab) is an interleukin-2 receptor blocking antibody indicated for the treatment of relapsing forms of multiple sclerosis (MS).,"AbbVie, Inc. and Biogen",Multiple Sclerosis,27-May-16,5/27/16,daclizumab,No,2253,1127,204,922,,,,,,,,
1,Ocaliva,TRUE,,,,,,,,,,,,,,"Ocaliva (obeticholic acid) is a first-in-class farnesoid X receptor (FXR) agonist for the treatment of primary biliary cholangitis.
","Intercept Pharmaceuticals, Inc.",Biliary Cirrhosis,27-May-16,5/27/16,obeticholic acid,No,216,143,73,0,,,,,,,,
1,Tecentriq,,,,,,,,TRUE,,,,,,,"Tecentriq (atezolizumab) is a programmed death-ligand 1 (PD-L1) blocking antibody indicated for use in the treatment of urothelial carcinoma, non-small cell lung cancer (NSCLC), triple-negative breast cancer (TNBC), and small cell lung cancer (SCLC).","Genentech, Inc.","Bladder Cancer, Non-Small Cell Lung Cancer, Breast Cancer, Small Cell Lung Cancer",18-May-16,5/18/16,atezolizumab,No,310,310,0,0,,,,,,,,
1,Nuplazid,,,,,,,,,,TRUE,,,,,"Nuplazid (pimavanserin) is a non-dopaminergic, selective serotonin inverse agonist (SSIA) for the treatment of psychosis associated with Parkinsonäó»s disease. ",Acadia Pharmaceuticals Inc. ,Parkinsonäó»s Disease Psychosis,29-Apr-16,4/29/16,pimavanserin,No,185,95,90,0,,,,,,,,
1,Venclexta,,,,,,,,TRUE,,,,,,,Venclexta (venetoclax) is an oral B-cell lymphoma-2 (BCL-2) inhibitor indicated:,AbbVie Inc.,"Chronic Lymphocytic Leukemia, Acute Myeloid Leukemia",11-Apr-16,4/11/16,venetoclax,No,106,106,0,0,,,,,,,,
1,Defitelio,,TRUE,,,,,,,,,,,,,Defitelio (defibrotide sodium) is a deoxyribonucleic acid derivative anticoagulant for the treatment of patients with hepatic veno-occlusive disease (VOD) with renal or pulmonary dysfunction following hematopoietic stem-cell transplantation (HSCT).,Jazz Pharmaceuticals plc,Hepatic Veno-Occlusive Disease,30-Mar-16,3/30/16,defibrotide sodium,No,177,177,0,0,,,,,,,,
1,Cinqair,,,,,,,,,,,,TRUE,,,Cinqair (reslizumab) is an interleukin 5 antagonist monoclonal antibody (IgG4 kappa) indicated for add-on maintenance treatment of patients with eosinophilic asthma.,Teva Pharmaceutical Industries Ltd.,Asthma,23-Mar-16,3/23/16,reslizumab,No,1657,828,829,0,,,,,,,,
1,Taltz,,,,,,,,TRUE,,,,,,,"Taltz (ixekizumab) is a humanized interleukin-17A antagonist indicated for the treatment of plaque psoriasis, psoriatic arthritis, and ankylosing spondylitis.",Eli Lilly and Company,"Plaque Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",22-Mar-16,3/22/16,ixekizumab,No,1961,1169,792,0,,,,,,,,
1,Anthim,,,,,,,TRUE,,,,,,,,Anthim (obiltoxaximab) is a monoclonal antibody (mAb) anthrax antitoxin for the treatment and prevention of inhalational anthrax.,"Elusys Therapeutics, Inc.","Anthrax Prophylaxis, Inhalation Bacillus anthracis",18-Mar-16,3/18/16,obiltoxaximab,No,0,0,0,0,"Because it is not feasible or ethical to conduct controlled clinical trials in humans with inhalational anthrax, the efficacy of ANTHIM for the treatment of inhalational anthrax is based on efficacy studies in NZW rabbits and cynomolgus macaques.",,,,,,,
1,Briviact,,,,,,,,,,TRUE,,,,,"Briviact (brivaracetam) is a selective, high-affinity synaptic vesicle protein 2A ligand and analog of levetiracetam indicated for the treatment of partial-onset seizures in patients with epilepsy.","UCB, Inc.",Epilepsy,19-Feb-16,2/19/16,brivaracetam,No,1256,801,455,0,,,,,,,,
1,Zepatier,,,,,,,TRUE,,,,,,,,"Zepatier (elbasvir and grazoprevir) is a once-daily, single tablet, NS5A replication complex inhibitor and NS3/4A protease inhibitor combination for the treatment of chronic hepatitis C virus (HCV) genotypes 1 and 4 infections.","Merck & Co., Inc.",Chronic Hepatitis C,28-Jan-16,1/28/16,elbasvir and grazoprevir,No,1274,1059,215,0,,,,,,,,
1,Zurampic,,,,,,,,,TRUE,,,,,,Zurampic (lesinurad) is a URAT1 inhibitor indicated for the combination treatment of hyperuricemia associated with gout.,"Ironwood Pharmaceuticals, Inc.",Hyperuricemia Associated with Gout,22-Dec-15,12/22/15,lesinurad,No,1213,808,405,0,,,,,,,,
1,Uptravi,,TRUE,,,,,,,,,,,,,Uptravi (selexipag) is an oral prostacyclin receptor agonist indicated for the treatment of pulmonary arterial hypertension.,"Actelion Pharmaceuticals US, Inc.",Pulmonary Arterial Hypertension,21-Dec-15,12/21/15,selexipag,No,1156,574,582,0,,,,,,,,
1,Bridion,,,,,,,,,,,,,,TRUE,Bridion (sugammadex) is a novel selective relaxant binding agent (SRBA) for the reversal of neuromuscular blockade induced by rocuronium or vecuronium.,"Merck & Co., Inc.",Reversal of Nondepolarizing Muscle Relaxants,15-Dec-15,12/15/15,sugammadex,No,346,173,0,173,,,,,,,,
1,Alecensa,,,,,,,,TRUE,,,,,,,"Alecensa (alectinib) is an oral, anaplastic lymphoma kinase (ALK) inhibitor for the treatment of ALK-positive non-small cell lung cancer (NSCLC).","Genentech, Inc.",Non-Small Cell Lung Cancer,11-Dec-15,12/11/15,alectinib,No,225,225,0,0,,,,,,,,
1,Kanuma,TRUE,,,,,,,,,,,,,,Kanuma (sebelipase alfa) is an enzyme replacement therapy for the treatment of lysosomal acid lipase deficiency (LAL-D).,"Alexion Pharmaceuticals, Inc. ",Lysosomal Acid Lipase Deficiency,8-Dec-15,12/8/15,sebelipase alfa,No,9,9,0,0,,,,,,,,
1,Empliciti,,,,,,,,TRUE,,,,,,,Empliciti (elotuzumab) is a Signaling Lymphocyte Activation Molecule (SLAMF7)-directed immunostimulatory antibody indicated for the combination treatment of patients with multiple myeloma.,Bristol-Myers Squibb Company and AbbVie,Multiple Myeloma,30-Nov-15,11/30/15,elotuzumab,No,646,321,0,325,,,,,,,,
1,Portrazza,,,,,,,,TRUE,,,,,,,Portrazza (necitumumab) is an epidermal growth factor receptor (EGFR) antagonist indicated in combination with gemcitabine and cisplatin for the treatment of patients with metastatic squamous non-small cell lung cancer. ,Eli Lilly and Company,Non-Small Cell Lung Cancer,24-Nov-15,11/24/15,necitumumab,No,1726,860,0,866,,,,,,,,
1,Ninlaro,,,,,,,,TRUE,,,,,,,Ninlaro (ixazomib) is an oral proteasome inhibitor indicated for use in combination with lenalidomide and dexamethasone for the treatment of patients with multiple myeloma who have received at least one prior therapy.,Takeda Pharmaceutical Company Limited,Multiple Myeloma,20-Nov-15,11/20/15,ixazomib,No,722,360,362,0,,,,,,,,
1,Darzalex,,,,,,,,TRUE,,,,,,,Darzalex (daratumumab) is a human anti-CD38 monoclonal antibody indicated for the treatment of patients with multiple myeloma.,"Janssen Biotech, Inc.",Multiple Myeloma,16-Nov-15,11/16/15,daratumumab,No,148,148,0,0,,,,,,,,
1,Tagrisso,,,,,,,,TRUE,,,,,,,"Tagrisso (osimertinib) is a tyrosine kinase inhibitor (TKI) of epidermal growth factor receptor (EGFR) indicated for the treatment of patients with metastatic EGFR T790M mutation-positive non-small cell lung cancer.
",AstraZeneca Pharmaceuticals,Non-Small Cell Lung Cancer,13-Nov-15,11/13/15,osimertinib,No,411,411,0,0,,,,,,,,
1,Cotellic,,,,,,,,TRUE,,,,,,,Cotellic (cobimetinib) is a kinase inhibitor indicated for use in combination with vemurafenib for the treatment of advanced melanoma with a BRAF V600E or V600K mutation.,"Genentech, Inc.",Melanoma -- Metastatic,10-Nov-15,11/10/15,cobimetinib,No,495,247,248,0,,,,,,,,
1,Genvoya,,,,,,,TRUE,,,,,,,,"Genvoya (elvitegravir, cobicistat, emtricitabine and tenofovir alafenamide or E/C/F/TAF) is an antiretroviral combination for the treatment of HIV infection.","Gilead Sciences, Inc.",HIV Infection,5-Nov-15,11/5/15,"elvitegravir, cobicistat, emtricitabine and tenofovir alafenamide or E/C/F/TAF",No,3194,1930,0,1264,,,,,,,,
1,Nucala,,,,,,,,,,,,TRUE,,,"Nucala (mepolizumab) is an interleukin-5 antagonist monoclonal antibody (IgG1 kappa) indicated for the add-on maintenance treatment of patients with severe eosinophilic asthma, and for the treatment of adult patients with eosinophilic granulomatosis with polyangiitis (Churg-Strauss syndrome).",GlaxoSmithKline plc,"Asthma, Churg-Strauss Allergic Angiitis",4-Nov-15,11/4/15,mepolizumab,No,711,263,257,191,,,,,,,,
1,Strensiq,TRUE,,,,,,,,,,,,,,"Strensiq (asfotase alfa) is a tissue nonspecific alkaline phosphatase  enzyme replacement therapy indicated for the treatment of patients with perinatal, infantile and juvenile-onset hypophosphatasia (HPP).
","Alexion Pharmaceuticals, Inc.",Hypophosphatasia,23-Oct-15,10/23/15,asfotase alfa,No,81,81,0,0,,,,,,,,
1,Yondelis,,,,,,,,TRUE,,,,,,,"Yondelis (trabectedin) is a cytotoxic antitumor agent for the treatment of unresectable or metastatic liposarcoma or leiomyosarcoma, two common subtypes of soft tissue sarcoma.
","Janssen Biotech, Inc.",Soft Tissue Sarcoma,23-Oct-15,10/23/15,trabectedin,No,518,345,0,173,,,,,,,,
1,Veltassa,,,,,,,,,,,,,,TRUE,Veltassa (patiromer) is an oral potassium binder for the treatment of hyperkalemia. ,"Relypsa, Inc. ",Hyperkalemia,21-Oct-15,10/21/15,patiromer,No,654,602,0,52,55 patients included in 2 trials,,,,,,,
1,Praxbind,,,,,,,,,,,,,,TRUE,Praxbind (idarucizumab) is a humanized monoclonal antibody fragment (Fab) indicated as a specific reversal agent for the anticoagulant effect of dabigatran (Pradaxa).,"Boehringer Ingelheim Pharmaceuticals, Inc.",Reversal Agent for Pradaxa,16-Oct-15,10/16/15,idarucizumab,No,90,90,0,0,Note that trial was ongoing; total reflects number of patients available at time of FDA review,,,,,,,
1,Aristada,,,,,,,,,,TRUE,,,,,"Aristada (aripiprazole lauroxil) is an extended-release injectable atypical antipsychotic with one-month, six-week, and two-month dosing options for the treatment of schizophrenia. ",Alkermes plc ,Schizophrenia,5-Oct-15,10/5/15,aripiprazole lauroxil,No,622,415,207,0,,,,,,,,
1,Tresiba,TRUE,,,,,,,,,,,,,,Tresiba (insulin degludec) is a long-acting basal insulin analogue indicated to improve glycemic control in patients one year of age and older with diabetes mellitus.,Novo Nordisk,"Diabetes Type 1, Diabetes Type 2",25-Sep-15,9/25/15,insulin degludec,No,1084,774,0,310,,,,,,,,
1,Lonsurf,,,,,,,,TRUE,,,,,,,"Lonsurf (tipiracil and trifluridine) is a thymidine phosphorylase inhibitor and nucleoside metabolic inhibitor combination indicated for the treatment of patients with previously treated metastatic colorectal cancer, and previously treated metastatic gastric or gastroesophageal junction adenocarcinoma.","Taiho Oncology, Inc.","Colorectal Cancer, Gastric Cancer",22-Sep-15,9/22/15,tipiracil and trifluridine,No,800,534,266,0,,,,,,,,
1,Vraylar,,,,,,,,,,TRUE,,,,,Vraylar (cariprazine) is a dopamine D3/D2 receptor partial agonist atypical antipsychotic for the:,Allergan and Gedeon Richter plc,"Schizophrenia, Bipolar Disorder",17-Sep-15,9/17/15,cariprazine,No,1466,1024,442,0,,,,,,,,
1,Xuriden,TRUE,,,,,,,,,,,,,,Xuriden (uridine triacetate) is an orally administered pyrimidine analog uridine replacement product for the treatment of patients with hereditary orotic aciduria.,Wellstat Therapeutics Corporation,Hereditary Orotic Aciduria,4-Sep-15,9/4/15,uridine triacetate,No,4,4,0,0,Plus case reports from 19 patients,,,,,,,
1,Varubi,TRUE,,,,,,,,,,,,,,Varubi (rolapitant) is a substance P/neurokinin 1 (NK1) receptor antagonist indicated for use in the prevention of delayed nausea and vomiting associated with emetogenic chemotherapy.,Tesaro Inc.,Nausea/Vomiting -- Chemotherapy Induced,1-Sep-15,9/1/15,rolapitant,No,1087,544,0,543,,,,,,,,
1,Repatha,,,TRUE,,,,,,,,,,,,"Repatha (evolocumab) is a monoclonal antibody targeting PCSK9 (proprotein convertase subtilisin/kexin type 9) indicated for the treatment of patients with heterozygous familial hypercholesterolemia; homozygous familial hypercholesterolemia; and to reduce the risk of myocardial infarction, stroke, and coronary revascularization in adults with established cardiovascular disease. ",Amgen Inc.,High Cholesterol; Prevention of Heart Attack and Stroke,27-Aug-15,8/27/15,evolocumab,No,813,558,255,0,,,,,,,,
1,Addyi,,,,,TRUE,,,,,,,,,,"Addyi (flibanserin) is a non-hormonal, multifunctional serotonin agonist antagonist (MSAA) for the treatment of hypoactive sexual desire disorder in premenopausal women.","Sprout Pharmaceuticals, Inc.",Hypoactive Sexual Desire Disorder,18-Aug-15,8/18/15,flibanserin,No,2375,1177,1198,0,,,,,,,,
1,Daklinza,,,,,,,TRUE,,,,,,,,Daklinza (daclatasvir) is an NS5A inhibitor indicated for use in combination with sofosbuvir for the treatment of chronic hepatitis C virus (HCV) genotype 1 or genotype 3 infection.,Bristol-Myers Squibb Company,Chronic Hepatitis C,24-Jul-15,7/24/15,daclatasvir,No,152,152,0,0,,,,,,,,
1,Odomzo,,,,,,,,TRUE,,,,,,,Odomzo (sonidegib) is a hedgehog pathway inhibitor indicated for the treatment of locally advanced basal cell carcinoma (BCC).,Novartis Pharmaceuticals Corporation,Basal Cell Carcinoma,24-Jul-15,7/24/15,sonidegib,No,230,230,0,0,,,,,,,,
1,Praluent,,,TRUE,,,,,,,,,,,,Praluent (alirocumab) is a PCSK9 (proprotein convertase subtilisin/kexin type 9) inhibitor monoclonal antibody indicated:,"Sanofi and Regeneron Pharmaceuticals, Inc.",High Cholesterol,24-Jul-15,7/24/15,alirocumab,No,3499,2324,1175,0,,,,,,,,
1,Rexulti,,,,,,,,,,TRUE,,,,,Rexulti (brexpiprazole) is a serotonin-dopamine activity modulator (SDAM) for the treatment of schizophrenia and the adjunctive treatment of major depressive disorder.,"Otsuka Pharmaceutical Co., Ltd. and H. Lundbeck A/S",Schizophrenia; Major Depressive Disorder,10-Jul-15,7/10/15,brexpiprazole,No,980,599,381,0,,,,,,,,
1,Entresto,,,TRUE,,,,,,,,,,,,Entresto (sacubitril and valsartan) is a neprilysin inhibitor and angiotensin II receptor blocker combination indicated:,Novartis Pharmaceuticals Corporation,Heart Failure,7-Jul-15,7/7/15,sacubitril and valsartan,No,8399,4187,0,4212,,,,,,,,
1,Orkambi,,,,,,,,,,,,TRUE,,,Orkambi (ivacaftor and lumacaftor) is a CFTR potentiator and CFTR corrector combination for the treatment of the underlying cause of cystic fibrosis in patients 2 years and older with two copies of the F508del mutation in their CFTR gene.,Vertex Pharmaceuticals Incorporated,Cystic Fibrosis,2-Jul-15,7/2/15,ivacaftor and lumacaftor,No,740,369,371,0,,,,,,,,
1,Kengreal,,TRUE,,,,,,,,,,,,,Kengreal (cangrelor) is an intravenous P2Y12 platelet inhibitor indicated for use in patients undergoing Percutaneous Coronary Intervention (PCI) to reduce the risk of periprocedural thrombotic events.,The Medicines Company,Percutaneous Coronary Intervention,22-Jun-15,6/22/15,cangrelor,No,10942,5472,0,5470,"Noted some other trials, but not part of review",,,,,,,
1,Viberzi,TRUE,,,,,,,,,,,,,,Viberzi (eluxadoline) is a mu-opioid receptor agonist indicated for the treatment of irritable bowel syndrome with diarrhea (IBS-D) in adults. ,"Allergan, Inc.",Irritable Bowel Syndrome,27-May-15,5/27/15,eluxadoline,No,2425,1616,809,0,,,,,,,,
1,Stiolto Respimat,,,,,,,,,,,,TRUE,,,Stiolto Respimat (olodaterol and tiotropium bromide) is a long-acting beta agonist (LABA) and long-acting muscarinic antagonist (LAMA) fixed-dose combination for the treatment of chronic obstructive pulmonary disease (COPD).,"Boehringer Ingelheim Pharmaceuticals, Inc.",Chronic Obstructive Pulmonary Disease,21-May-15,5/21/15,olodaterol and tiotropium bromide,No,0,,,,,,,,,,,
1,Kybella,,,,TRUE,,,,,,,,,,,Kybella (deoxycholic acid) is a cytolytic drug indicated to improve the appearance of fullness associated with submental fat (double chin).,"Allergan, Inc.",Submental Fullness,29-Apr-15,4/29/15,deoxycholic acid,No,1022,514,508,0,,,,,,,,
1,Corlanor,,,TRUE,,,,,,,,,,,,Corlanor (ivabradine) is a hyperpolarization-activated cyclic nucleotide-gated channel blocker indicated for the treatment of chronic heart failure.,Amgen Inc.,Chronic Heart Failure,15-Apr-15,4/15/15,ivabradine,No,6505,3241,3264,0,"Noted some other trials, but not part of review",,,,,,,
1,Cholbam,TRUE,,,,,,,,,,,,,,"Cholbam (cholic acid) is a bile acid preparation for the treatment of patients with bile acid synthesis disorders due to single enzyme defects, and for patients with peroxisomal disorders (including Zellweger spectrum disorders).",Asklepion Pharmaceuticals LLC,Bile Acid Synthesis Disorders,17-Mar-15,3/17/15,cholic acid,No,62,62,0,0,,,,,,,,
1,Unituxin,,,,,,,,TRUE,,,,,,,Unituxin (dinutuximab) is a chimeric monoclonal antibody used for the treatment of pediatric neuroblastoma.,United Therapeutics Corporation,Neuroblastoma,10-Mar-15,3/10/15,dinutuximab,No,226,113,0,113,,,,,,,,
1,Cresemba,,,,,,,TRUE,,,,,,,,Cresemba (isavuconazonium) is an azole antifungal indicated for the treatment of invasive aspergillosis and invasive mucormycosis.,"Astellas Pharma US, Inc.",Invasive Aspergillosis; Invasive Mucormycosis,6-Mar-15,3/6/15,isavuconazonium,No,553,295,0,258,,,,,,,,
1,Avycaz,,,,,,,TRUE,,,,,,,,"Avycaz (avibactam and ceftazidime) is a next generation, non-‘_ lactam ‘_-lactamase inhibitor and third-generation, antipseudomonal cephalosporin antibiotic combination for the treatment of complicated intra-abdominal infections, complicated urinary tract infections, hospital-acquired bacterial pneumonia, and ventilator-associated bacterial pneumonia.",Actavis plc,"Intraabdominal Infection, Urinary Tract Infection, Pneumonia",25-Feb-15,2/25/15,avibactam and ceftazidime,No,0,0,0,0,The determination of efficacy of AVYCAZ was supported in part by the previous findings of the efficacy and safety of ceftazidime for the treatment of cIAI and cUTI. The contribution of avibactam to AVYCAZ was primarily established in vitro and in animal models of infection [,,,,,,,
1,Farydak,,,,,,,,TRUE,,,,,,,Farydak (panobinostat) is a histone deacetylase inhibitor for the combination treatment of multiple myeloma.,Novartis Pharmaceuticals Corporation,Multiple Myeloma,23-Feb-15,2/23/15,panobinostat,No,768,387,381,0,,,,,,,,
1,Lenvima,,,,,,,,TRUE,,,,,,,"Lenvima (lenvatinib) is a multiple receptor tyrosine kinase (RTK) inhibitor for the treatment of  thyroid cancer, renal cell carcinoma, hepatocellular carcinoma, and endometrial carcinoma.",Eisai Inc.,"Thyroid Cancer, Renal Cell Carcinoma, Hepatocellular Carcinoma, Endometrial Carcinoma",13-Feb-15,2/13/15,lenvatinib,No,392,261,131,0,,,,,,,,
1,Ibrance,,,,,,,,TRUE,,,,,,,"Ibrance (palbociclib) is a cyclin-dependent kinase 4/6 (CDK4/6) inhibitor indicated for the treatment of adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced or metastatic breast cancer in combination with:",Pfizer Inc.,Breast Cancer,3-Feb-15,2/3/15,palbociclib,No,165,84,0,81,,,,,,,,
1,Natpara,,,,,,TRUE,,,,,,,,,Natpara (parathyroid hormone) is recombinant human parathyroid hormone 1-84 indicated to control hypocalcemia in patients with hypoparathyroidism.,"NPS Pharmaceuticals, Inc. ",Hypoparathyroidism,23-Jan-15,1/23/15,parathyroid hormone,No,124,84,40,0,,,,,,,,
1,Cosentyx,,,,,,,,TRUE,,,,,,,"Cosentyx (secukinumab) is a selective interleukin-17A (IL-17A) inhibitor for the treatment of plaque psoriasis, ankylosing spondylitis, and psoriatic arthritis.",Novartis Pharmaceuticals Corporation,"Plaque Psoriasis, Ankylosing Spondylitis, Psoriatic Arthritis",21-Jan-15,1/21/15,secukinumab,No,2400,1383,694,323,,,,,,,,
1,Savaysa,,TRUE,,,,,,,,,,,,,"Savaysa (edoxaban) is an oral, once-daily factor Xa inhibitor anticoagulant indicated for the prevention of stroke and systemic embolism in patients with nonvalvular atrial fibrillation, and for the treatment of deep vein thrombosis, and pulmonary embolism.",Daiichi Sankyo Company,"Prevention of Thromboembolism in Atrial Fibrillation, Deep Vein Thrombosis, Pulmonary Embolism",8-Jan-15,1/8/15,edoxaban,No,21026,14014,0,7012,,,,,,,,
1,Opdivo,,,,,,,,TRUE,,,,,,,"Opdivo (nivolumab) is a programmed death receptor-1 (PD-1) blocking antibody for the treatment of advanced melanoma, advanced non-small cell lung cancer, advanced small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, advanced squamous cell carcinoma of the head and neck, urothelial carcinoma, MSI-H or dMMR metastatic colorectal cancer, and hepatocellular carcinoma.",Bristol-Myers Squibb Company,"Melanoma -- Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Disease, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Small Cell Lung Cancer",22-Dec-14,12/22/14,nivolumab,No,509,372,0,137,,,,,,,,
1,Viekira Pak,,,,,,,TRUE,,,,,,,,"Viekira Pak (ombitasvir/paritaprevir/ritonavir with dasabuvir) is an NS5A inhibitor, NS3/4A protease inhibitor and CYP3A inhibitor combination co-packaged with a non-nucleoside NS5B palm polymerase inhibitor for the treatment of patients with genotype 1 chronic hepatitis C virus (HCV) infection.",AbbVie Inc.,Chronic Hepatitis C,19-Dec-14,12/19/14,ombitasvir/paritaprevir/ritonavir with dasabuvir,No,2308,2053,255,0,,,,,,,,
1,Lynparza,,,,,,,,TRUE,,,,,,,Lynparza capsules (discontinued) and tablets are indicated for the treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm) advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy.,AstraZeneca,"Ovarian Cancer, Fallopian Tube Cancer, Peritoneal Cancer, Breast Cancer",19-Dec-14,12/19/14,discontinued,No,137,137,0,0,,,,,,,,
1,Rapivab,,,,,,,TRUE,,,,,,,,Rapivab (peramivir) is an influenza virus neuraminidase inhibitor indicated for the treatment of acute uncomplicated influenza.,"BioCryst Pharmaceuticals, Inc.",Influenza,19-Dec-14,12/19/14,peramivir,No,300,199,101,0,Had to look at FDA review,,,,,,,
1,Zerbaxa,,,,,,,TRUE,,,,,,,,Zerbaxa (ceftolozane and tazobactam) is a cephalosporin and beta-lactamase inhibitor combination for the treatment of:,"Cubist Pharmaceuticals, Inc.","Intraabdominal Infection, Urinary Tract Infection, Pneumonia",19-Dec-14,12/19/14,ceftolozane and tazobactam,No,1402,664,0,738,,,,,,,,
1,Xtoro,,,,,,,TRUE,,,,,,,,"Xtoro (finafloxacin otic suspension) is a fluoroquinolone antimicrobial for the treatment of acute otitis externa, commonly known as swimmeräó»s ear.","Alcon Laboratories, Inc.",Otitis Externa,17-Dec-14,12/17/14,finafloxacin otic suspension,No,686,344,342,0,,,,,,,,
1,Blincyto,,,,,,,,TRUE,,,,,,,"Blincyto (blinatumomab) is a bispecific CD19-directed CD3 T-cell engager indicated for the treatment of Philadelphia chromosome-negative relapsed or refractory B-cell precursor acute lymphoblastic leukemia (ALL), and minimal residual disease (MRD)-positive B-cell precursor ALL.",Amgen Inc.,Acute Lymphoblastic Leukemia,3-Dec-14,12/3/14,blinatumomab,No,185,185,0,0,,,,,,,,
