,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,company,condition,dates_clean,approval_date,generic_name,Biosimilar or new formulation?,total_pts_rct,txt_pts_rct,placebo_pts_rct,comparator_pts_rct,NCTid_1,NCTid_2,NCTid_3,NCTid_4,NCTid_5,NCTid_6,,
1,Unituxin,,,,,,,,TRUE,,,,,,,Unituxin (dinutuximab) is a chimeric monoclonal antibody used for the treatment of pediatric neuroblastoma.,United Therapeutics Corporation,Neuroblastoma,10-Mar-15,3/10/15,dinutuximab,No,226,113,0,113,,,,,,,,
,Zarxio,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Zarxio (filgrastim-sndz) is a leukocyte growth factor biosimilar to the reference product Neupogen, indicated for the treatment of neutropenia associated with chemotherapy.",Sandoz,Neutropenia Associated with Chemotherapy,6-Mar-15,3/6/15,filgrastim-sndz,Yes,0,,,,,,,,,,,
1,Cresemba,,,,,,,TRUE,,,,,,,,Cresemba (isavuconazonium) is an azole antifungal indicated for the treatment of invasive aspergillosis and invasive mucormycosis.,"Astellas Pharma US, Inc.",Invasive Aspergillosis; Invasive Mucormycosis,6-Mar-15,3/6/15,isavuconazonium,No,553,295,0,258,,,,,,,,
,Liletta,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Liletta (levonorgestrel) is a hormonal intrauterine device (IUD) for use by women to prevent pregnancy for up to six years.,Medicines360 and Allergan plc,Contraception,26-Feb-15,2/26/15,levonorgestrel,Yes,0,,,,,,,,,,,
1,Avycaz,,,,,,,TRUE,,,,,,,,"Avycaz (avibactam and ceftazidime) is a next generation, non-‘_ lactam ‘_-lactamase inhibitor and third-generation, antipseudomonal cephalosporin antibiotic combination for the treatment of complicated intra-abdominal infections, complicated urinary tract infections, hospital-acquired bacterial pneumonia, and ventilator-associated bacterial pneumonia.",Actavis plc,"Intraabdominal Infection, Urinary Tract Infection, Pneumonia",25-Feb-15,2/25/15,avibactam and ceftazidime,No,0,0,0,0,The determination of efficacy of AVYCAZ was supported in part by the previous findings of the efficacy and safety of ceftazidime for the treatment of cIAI and cUTI. The contribution of avibactam to AVYCAZ was primarily established in vitro and in animal models of infection [,,,,,,,
,Toujeo SoloStar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toujeo SoloStar (insulin glargine [rDNA origin] is a once-daily long-acting basal insulin used to improve glycemic control in adults with type 1 and type 2 diabetes. ,Sanofi,"Diabetes Type 1, Diabetes Type 2",25-Feb-15,2/25/15,NA,Yes,0,,,,,,,,,,,
1,Farydak,,,,,,,,TRUE,,,,,,,Farydak (panobinostat) is a histone deacetylase inhibitor for the combination treatment of multiple myeloma.,Novartis Pharmaceuticals Corporation,Multiple Myeloma,23-Feb-15,2/23/15,panobinostat,No,768,387,381,0,,,,,,,,
1,Lenvima,,,,,,,,TRUE,,,,,,,"Lenvima (lenvatinib) is a multiple receptor tyrosine kinase (RTK) inhibitor for the treatment of  thyroid cancer, renal cell carcinoma, hepatocellular carcinoma, and endometrial carcinoma.",Eisai Inc.,"Thyroid Cancer, Renal Cell Carcinoma, Hepatocellular Carcinoma, Endometrial Carcinoma",13-Feb-15,2/13/15,lenvatinib,No,392,261,131,0,,,,,,,,
,FDA Approves Dutrebis (lamivudine and raltegravir) for HIV-1 Infection,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dutrebis (lamivudine and raltegravir) is a fixed-dose combination of a nucleoside analog reverse transcriptase inhibitor and an integrase strand transfer inhibitor for the treatment of HIV-1 infection.,Merck,HIV Infection,6-Feb-15,2/6/15,lamivudine and raltegravir,Yes,0,,,,,,,,,,,
1,Ibrance,,,,,,,,TRUE,,,,,,,"Ibrance (palbociclib) is a cyclin-dependent kinase 4/6 (CDK4/6) inhibitor indicated for the treatment of adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced or metastatic breast cancer in combination with:",Pfizer Inc.,Breast Cancer,3-Feb-15,2/3/15,palbociclib,No,165,84,0,81,,,,,,,,
,Pazeo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,Pazeo (olopatadine hydrochloride) is a mast cell stabilizer for the treatment of ocular itching associated with allergic conjunctivitis.,"Alcon Laboratories, Inc.",Allergic Conjunctivitis,30-Jan-15,1/30/15,olopatadine hydrochloride,Yes,0,,,,,,,,,,,
,Glyxambi,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glyxambi (empagliflozin and linagliptin) is a sodium glucose co-transporter-2 (SGLT2) inhibitor and dipeptidyl peptidase-4 (DPP-4) inhibitor combination for the treatment of adults with type 2 diabetes. ,"Boehringer Ingelheim Pharmaceuticals, Inc. and Eli Lilly and Company",Diabetes Type 2,30-Jan-15,1/30/15,empagliflozin and linagliptin,Yes,0,,,,,,,,,,,
,Evotaz,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Evotaz (atazanavir and cobicistat) is a once-daily fixed-dose combination of a protease inhibitor and a pharmacokinetic enhancer for the treatment of HIV-1 infection.,Bristol-Myers Squibb Company,HIV Infection,29-Jan-15,1/29/15,atazanavir and cobicistat,Yes,0,,,,,,,,,,,
,Prezcobix,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Prezcobix (darunavir and cobicistat) is a once-daily fixed-dose combination containing a protease inhibitor and a pharmacokinetic enhancer for the treatment of HIV-1 infection.,"Janssen Research & Development, LLC",HIV Infection,29-Jan-15,1/29/15,darunavir and cobicistat,Yes,0,,,,,,,,,,,
1,Natpara,,,,,,TRUE,,,,,,,,,Natpara (parathyroid hormone) is recombinant human parathyroid hormone 1-84 indicated to control hypocalcemia in patients with hypoparathyroidism.,"NPS Pharmaceuticals, Inc. ",Hypoparathyroidism,23-Jan-15,1/23/15,parathyroid hormone,No,124,84,40,0,,,,,,,,
,Bexsero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bexsero (meningococcal group B vaccine) is a vaccine to prevent invasive meningococcal disease caused by Neisseria meningitidis serogroup B.,Novartis Vaccines and Diagnostics Inc.,Meningitis -- Meningococcal,23-Jan-15,1/23/15,meningococcal group B vaccine,Yes,0,,,,,,,,,,,
,Triferic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triferic (ferric pyrophosphate citrate) is an iron-replacement drug for treating iron deficiency in chronic kidney disease patients receiving hemodialysis.,"Rockwell Medical, Inc.",Anemia Associated with Chronic Renal Failure,23-Jan-15,1/23/15,ferric pyrophosphate citrate,Yes,0,,,,,,,,,,,
1,Cosentyx,,,,,,,,TRUE,,,,,,,"Cosentyx (secukinumab) is a selective interleukin-17A (IL-17A) inhibitor for the treatment of plaque psoriasis, ankylosing spondylitis, and psoriatic arthritis.",Novartis Pharmaceuticals Corporation,"Plaque Psoriasis, Ankylosing Spondylitis, Psoriatic Arthritis",21-Jan-15,1/21/15,secukinumab,No,2400,1383,694,323,,,,,,,,
,Prestalia,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prestalia (amlodipine besylate and perindopril arginine) is a calcium channel blocker and long-acting angiotensin-converting enzyme (ACE) inhibitor combination for the treatment of hypertension.,Symplmed,Hypertension,21-Jan-15,1/21/15,amlodipine besylate and perindopril arginine,Yes,0,,,,,,,,,,,
,Phoxillum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phoxillum (renal replacement solution) is a replacement solution used for electrolyte management in Continuous Renal Replacement Therapy (CRRT). ,Baxter International Inc.,Continuous Renal Replacement Therapy,13-Jan-15,1/13/15,renal replacement solution,Yes,0,,,,,,,,,,,
,Duopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duopa (carbidopa and levodopa) is an aromatic amino acid decarboxylation inhibitor and aromatic amino acid combination formulated as an enteral suspension for the treatment of motor fluctuations in patients with advanced Parkinsonäó»s disease. ,AbbVie Inc.,Parkinson's Disease,12-Jan-15,1/12/15,carbidopa and levodopa,Yes,0,,,,,,,,,,,
1,Savaysa,,TRUE,,,,,,,,,,,,,"Savaysa (edoxaban) is an oral, once-daily factor Xa inhibitor anticoagulant indicated for the prevention of stroke and systemic embolism in patients with nonvalvular atrial fibrillation, and for the treatment of deep vein thrombosis, and pulmonary embolism.",Daiichi Sankyo Company,"Prevention of Thromboembolism in Atrial Fibrillation, Deep Vein Thrombosis, Pulmonary Embolism",8-Jan-15,1/8/15,edoxaban,No,21026,14014,0,7012,,,,,,,,
,Rytary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rytary (carbidopa and levodopa) is an extended release aromatic amino acid decarboxylation inhibitor and aromatic amino acid combination indicated for the treatment of Parkinsonäó»s disease.,"Impax Laboratories, Inc.",Parkinson's Disease,7-Jan-15,1/7/15,carbidopa and levodopa,Yes,0,,,,,,,,,,,
,Zorbtive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zorbtive [somatropin (rDNA origin) for injection] is recombinant human growth hormone indicated for the treatment of Short BowelSyndrome in patients receiving specialized nutritional support.","Serono, Inc.",Short Bowel Syndrome,1-Dec-03,12/1/03,rDNA origin,,,,,,,,,,,,,
,Ertaczo,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ertaczo (sertaconazole) is an imidazole derivative antifungal indicated for the treatment of tinea pedis.",Mylan Pharmaceuticals Inc.,Tinea Pedis,11-Dec-03,12/11/03,sertaconazole,,,,,,,,,,,,,
,Restylane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restylane is a dermal filler made of a biodegradable non-animalstabilized hyaluronic acid used for thecorrection of moderate to severe facial wrinkles and folds, such asnasolabial folds, the lines between the nose and mouth.",Medicis,Facial Wrinkles,12-Dec-03,12/12/03,NA,,,,,,,,,,,,,
,Oraqix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oraqix is a non-injectable anesthetic for periodontal applications. The anesthetic is delivered to the treatment site without the use of a needle and anesthetizes the site within 30 seconds for a period of approximately 20 minutes.,Dentsply Pharmaceutical,Periodontal Anesthesia,19-Dec-03,12/19/03,NA,,,,,,,,,,,,,
,Symbyax,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Symbyax (fluoxetine/olanzapine) is a selective serotonin reuptake inhibitor and atypical antipsycotic combination indicated for the acute treatment of depressive episodes associated with bipolar I disorder and treatment resistant depression.,Eli Lilly,"Bipolar Disorder, Depression",24-Dec-03,12/24/03,fluoxetine/olanzapine,,,,,,,,,,,,,
,Acetadote,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Acetadote (acetylcysteine) is an injectable treatment to prevent or lessen potential liver damage resulting from acetaminophen overdose.,Cumberland Pharmaceuticals,Acetaminophen Overdose,23-Jan-04,1/23/04,acetylcysteine,,,,,,,,,,,,,
,Caduet,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caduet (amlodipine and atorvastatin) is calcium channel blocker and HMG-CoA reductase inhibitor combination used for the treatment of hypertension, angina and for the prevention of cardiovascular disease.",Pfizer Inc.,"Hypertension, Dyslipidemia, Angina Pectoris",30-Jan-04,1/30/04,amlodipine and atorvastatin,,,,,,,,,,,,,
,Spiriva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,"Spiriva HandiHaler (tiotropium bromide) is an anticholinergic indicated for the long-term, once-daily, maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD), and for reducing COPD exacerbations.",Boehringer Ingelheim,Chronic Obstructive Pulmonary Disease -- Maintenance,30-Jan-04,1/30/04,tiotropium bromide,,,,,,,,,,,,,
,Vanos,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Vanos (fluocinonide) is a corticosteroid (steroid hormone) approved to relieve the inflammation and itching caused by certain skin conditions that respond to treatment with corticosteroids in patients 12 years of age or older.,Medicis,"Psoriasis, Atopic Dermatitis, Dermatitis",11-Feb-05,2/11/05,fluocinonide,,,,,,,,,,,,,
,Ammonul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ammonul (sodium benzoate and sodium phenylacetate) is indicated as an adjunctive therapy for the treatment of acute hyperammonemia and associated encephalopathy in patients with deficiencies in enzymes of the urea cycle.,Medicis,Hyperammonemia,17-Feb-05,2/17/05,sodium benzoate and sodium phenylacetate,,,,,,,,,,,,,
,Yaz,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yaz (drospirenone and ethinyl estradiol) is a combination oral contraceptive indicated for prevention of pregnancy in women who elect to use an oral contraceptive, treatment of symptoms of premenstrual dysphoric disorder and for the treatment of moderate acne vulgaris.","Berlex, Inc.","Acne, Contraception, Premenstrual Dysphoric Disorder",16-Mar-06,3/16/06,drospirenone and ethinyl estradiol,,,,,,,,,,,,,
,Altabax,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Altabax (retapamulin) is a topical antibiotic indicated for the treatment of impetigo in adults and children aged 9 months and older.,GlaxoSmithKline,Impetigo,12-Apr-07,4/12/07,retapamulin,,,,,,,,,,,,,
,Reclast,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"Reclast (zoledronic acid) is a bisphosphonate indicated for the treatment for Paget's disease, postmenopausal osteoporosis and prevention of fractures.",Novartis,"Paget's Disease, Prevention of Osteoporosis, Prevention of Fractures",16-Apr-07,4/16/07,zoledronic acid,,,,,,,,,,,,,
,Saxenda,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Saxenda (liraglutide) is a once-daily glucagon-like peptide-1 (GLP-1) analogue for the treatment of obesity.,Novo Nordisk Inc.,Obesity,23-Dec-14,12/23/14,liraglutide,Yes,0,,,,,,,,,,,
,Veramyst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GlaxoSmithKline,Allergic Rhinitis,27-Apr-07,4/27/07,NA,,,,,,,,,,,,,
,AzaSite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AzaSite is an ophthalmic formulation of the well-known, broad-spectrum antibiotic azithromycin indicated for the treatment of bacterial conjunctivitis.",InSite Vision Incorporated,Bacterial Conjunctivitis,27-Apr-07,4/27/07,NA,,,,,,,,,,,,,
,OraVerse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Entereg (alvimopan) is a peripherally-acting mu opioid receptor antagonist used to help patients regain gastrointestinal (GI) function earlier following bowel resectionsurgery.","Novalar Pharmaceuticals, Inc.",Reversal of Anesthesia,9-May-08,5/9/08,alvimopan,,,,,,,,,,,,,
,Entereg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Entereg (alvimopan) is a peripherally-acting mu opioid receptor antagonist used to help patients regain gastrointestinal (GI) function earlier following bowel resectionsurgery.",Adolor Corporation,Postoperative Ileus,20-May-08,5/20/08,alvimopan,,,,,,,,,,,,,
,Caldolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caldolor is an intravenous formulation of ibuprofen indicated for the management of mild to moderate pain and management of moderate to severe pain as an adjunct to opioid analgesics, as well as the reduction of fever in adults.",Cumberland Pharmaceuticals,"Pain, Fever",11-Jun-09,6/11/09,NA,,,,,,,,,,,,,
,Zipsor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zipsor is a rapid release diclofenac potassium formulation for the treatment of patients with mild to moderate acute pain.,"Xanodyne Pharmaceuticals, Inc.",Pain,16-Jun-09,6/16/09,NA,,,,,,,,,,,,,
,Ilaris,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ilaris (canakinumab) is a human anti-interleukin-1‘_ monoclonal antibody for the treatment of Periodic Fever Syndromes (Cryopyrin-Associated Periodic Syndromes, Tumor Necrosis Factor Receptor Associated Periodic Syndrome, Hyperimmunoglobulin D Syndrome/Mevalonate Kinase Deficiency, Familial Mediterranean Fever) and active Systemic Juvenile Idiopathic Arthritis.",Novartis Pharmaceuticals Corporation,"Cryopyrin-Associated Periodic Syndrome, Juvenile Idiopathic Arthritis, Familial Cold Autoinflammatory Syndrome, Muckle Wells Snydrome, Familial Mediterranean Fever",17-Jun-09,6/17/09,canakinumab,,,,,,,,,,,,,
,Ozurdex,TRUE,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,"Ozurdex (dexamethasone intravitreal implant) is a sustained-release, corticosteroid implant for the treatment of macular edema, non-infectious uveitis, and diabetic macular edema.","Allergan, Inc.","Macular Edema, Uveitis",17-Jun-09,6/17/09,dexamethasone intravitreal implant,,,,,,,,,,,,,
,Cambia,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,Cambia (diclofenac potassium) is a non-steroidal anti-inflammatory drug combined with potassium bicarbonate for the treatment of acute migraine with or without aura in adults.,"Kowa Pharmaceuticals America, Inc.",Migraine,17-Jun-09,6/17/09,diclofenac potassium,,,,,,,,,,,,,
,Feraheme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feraheme (ferumoxytol) is an iron replacement therapy for the treatment of iron deficiency anemia in adult patients.,"AMAG Pharmaceuticals, Inc.","Anemia Associated with Chronic Renal Failure, Iron Deficiency Anemia",30-Jun-09,6/30/09,ferumoxytol,,,,,,,,,,,,,
,Namzaric,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Namzaric (memantine hydrochloride extended-release and donepezil hydrochloride) is an NMDA receptor antagonist and acetylcholinesterase inhibitor fixed-dose combination for the treatment of moderate to severe Alzheimeräó»s disease.,"Allergan, Inc.",Alzheimer's Disease,23-Dec-14,12/23/14,memantine hydrochloride extended-release and donepezil hydrochloride,Yes,0,,,,,,,,,,,
,Dyloject,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,Dyloject (diclofenac sodium injection) is an intravenous non-steroidal anti-inflammatory drug (NSAID) for the management of acute moderate-to-severe pain in adults.,Pfizer Inc.,Pain,23-Dec-14,12/23/14,diclofenac sodium injection,Yes,0,,,,,,,,,,,
1,Opdivo,,,,,,,,TRUE,,,,,,,"Opdivo (nivolumab) is a programmed death receptor-1 (PD-1) blocking antibody for the treatment of advanced melanoma, advanced non-small cell lung cancer, advanced small cell lung cancer, advanced renal cell carcinoma, classical Hodgkin lymphoma, advanced squamous cell carcinoma of the head and neck, urothelial carcinoma, MSI-H or dMMR metastatic colorectal cancer, and hepatocellular carcinoma.",Bristol-Myers Squibb Company,"Melanoma -- Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Disease, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Small Cell Lung Cancer",22-Dec-14,12/22/14,nivolumab,No,509,372,0,137,,,,,,,,
1,Viekira Pak,,,,,,,TRUE,,,,,,,,"Viekira Pak (ombitasvir/paritaprevir/ritonavir with dasabuvir) is an NS5A inhibitor, NS3/4A protease inhibitor and CYP3A inhibitor combination co-packaged with a non-nucleoside NS5B palm polymerase inhibitor for the treatment of patients with genotype 1 chronic hepatitis C virus (HCV) infection.",AbbVie Inc.,Chronic Hepatitis C,19-Dec-14,12/19/14,ombitasvir/paritaprevir/ritonavir with dasabuvir,No,2308,2053,255,0,,,,,,,,
1,Lynparza,,,,,,,,TRUE,,,,,,,Lynparza capsules (discontinued) and tablets are indicated for the treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm) advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy.,AstraZeneca,"Ovarian Cancer, Fallopian Tube Cancer, Peritoneal Cancer, Breast Cancer",19-Dec-14,12/19/14,discontinued,No,137,137,0,0,,,,,,,,
1,Rapivab,,,,,,,TRUE,,,,,,,,Rapivab (peramivir) is an influenza virus neuraminidase inhibitor indicated for the treatment of acute uncomplicated influenza.,"BioCryst Pharmaceuticals, Inc.",Influenza,19-Dec-14,12/19/14,peramivir,No,300,199,101,0,Had to look at FDA review,,,,,,,
1,Zerbaxa,,,,,,,TRUE,,,,,,,,Zerbaxa (ceftolozane and tazobactam) is a cephalosporin and beta-lactamase inhibitor combination for the treatment of:,"Cubist Pharmaceuticals, Inc.","Intraabdominal Infection, Urinary Tract Infection, Pneumonia",19-Dec-14,12/19/14,ceftolozane and tazobactam,No,1402,664,0,738,,,,,,,,
,Soolantra,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Soolantra (ivermectin) is a topical antiparasitic with anti-inflammatory properties for the treatment of rosacea potentially caused by the microscopic skin mite Demodex folliculorum.,"Galderma Laboratories, L.P.",Acne Rosacea,19-Dec-14,12/19/14,ivermectin,Yes,0,,,,,,,,,,,
1,Xtoro,,,,,,,TRUE,,,,,,,,"Xtoro (finafloxacin otic suspension) is a fluoroquinolone antimicrobial for the treatment of acute otitis externa, commonly known as swimmeräó»s ear.","Alcon Laboratories, Inc.",Otitis Externa,17-Dec-14,12/17/14,finafloxacin otic suspension,No,686,344,342,0,,,,,,,,
,Signifor LAR,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Signifor LAR (pasireotide) is a long acting a somatostatin analog formulation for the treatment of patients with acromegaly. ,Novartis,Acromegaly,15-Dec-14,12/15/14,pasireotide,Yes,0,,,,,,,,,,,
,Gardasil 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gardasil 9 (human papillomavirus 9-valent vaccine, recombinant) is a 9-valent HPV vaccine indicated for use in:","Merck & Co., Inc.",Human Papillomavirus Prophylaxis,10-Dec-14,12/10/14,"human papillomavirus 9-valent vaccine, recombinant",Yes,0,,,,,,,,,,,
1,Blincyto,,,,,,,,TRUE,,,,,,,"Blincyto (blinatumomab) is a bispecific CD19-directed CD3 T-cell engager indicated for the treatment of Philadelphia chromosome-negative relapsed or refractory B-cell precursor acute lymphoblastic leukemia (ALL), and minimal residual disease (MRD)-positive B-cell precursor ALL.",Amgen Inc.,Acute Lymphoblastic Leukemia,3-Dec-14,12/3/14,blinatumomab,No,185,185,0,0,,,,,,,,
,Kitabis Pak,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Kitabis Pak (tobramycin) is an aminoglycoside inhalation	solution co-packaged with a PARI LC PLUSŒ¬ Reusable	Nebulizer	for the management of cystic fibrosis.","PulmoFlow, Inc.",Cystic Fibrosis,2-Dec-14,12/2/14,tobramycin,Yes,0,,,,,,,,,,,
,Onexton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onexton (benzoyl peroxide and clindamycin phosphate) is an antimicrobial and lincosamide antibacterial combination for the once-daily topical treatment of acne vulgaris.,"Valeant Pharmaceuticals International, Inc.",Acne,25-Nov-14,11/25/14,benzoyl peroxide and clindamycin phosphate,Yes,0,,,,,,,,,,,
,Hysingla ER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Hysingla ER (hydrocodone) is a single-entity (without acetaminophen) extended-release opioid analgesic for around-the-clock management of moderate to severe chronic pain.,Purdue Pharma L.P.,Chronic Pain,20-Nov-14,11/20/14,hydrocodone,Yes,0,,,,,,,,,,,
,Lemtrada,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lemtrada (alemtuzumab) is a CD52-directed cytolytic monoclonal antibody indicated for the treatment of relapsing forms of multiple sclerosis (MS).,Genzyme,Multiple Sclerosis,14-Nov-14,11/14/14,alemtuzumab,Yes,0,,,,,,,,,,,
,Xigduo XR,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xigduo XR (dapagliflozin and metformin hydrochloride) is a once-daily sodium-glucose cotransporter 2 (SGLT2) inhibitor and biguanide combination for the treatment of type 2 diabetes.,AstraZeneca,Diabetes Type 2,30-Oct-14,10/30/14,dapagliflozin and metformin hydrochloride,Yes,0,,,,,,,,,,,
,Trumenba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trumenba (meningococcal group B vaccine) is indicated for active immunization to prevent invasive disease caused by Neisseria meningitidis serogroup Bin adolescents and young adults.",Pfizer Inc.,Meningococcal Meningitis Prophylaxis,29-Oct-14,10/29/14,meningococcal group B vaccine,Yes,0,,,,,,,,,,,
,Obizur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Obizur (antihemophilic factor [recombinant]) is anantihemophilic factor indicated for the treatment of bleeding episodes in  adults with acquired hemophilia A.",Baxter International Inc.,Hemophilia A,23-Oct-14,10/23/14,antihemophilic factor [recombinant],Yes,0,,,,,,,,,,,
,Sotylize,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sotylize (sotalol hydrochloride) is an antiarrhythmic indicated for the treatment of ventricular arrhythmias and the maintenance of normal sinus rhythm in patients with history of highly symptomatic atrial fibrillation/flutter.,Arbor Pharmaceuticals,"Ventricular Arrhythmia, Atrial Fibrillation, Atrial Flutter",22-Oct-14,10/22/14,sotalol hydrochloride,Yes,0,,,,,,,,,,,
1,Ofev,,,,,,,,TRUE,,,,,,,"Ofev (nintedanib) is a small molecule tyrosine kinase inhibitor (TKI) indicated for the treatment of idiopathic pulmonary fibrosis, and systemic sclerosis-associated interstitial lung disease (SSc-ILD).","Boehringer Ingelheim Pharmaceuticals, Inc.",Idiopathic Pulmonary Fibrosis; Sclerosis-Associated Interstitial Lung Disease,15-Oct-14,10/15/14,nintedanib,No,1228,722,506,0,,,,,,,,
1,Esbriet,,,,,,,,TRUE,,,,,,,Esbriet (pirfenidone) is a TGF-beta synthesis inhibitor for the treatment of patients with idiopathic pulmonary fibrosis (IPF).,"InterMune, Inc.",Idiopathic Pulmonary Fibrosis,15-Oct-14,10/15/14,pirfenidone,No,1334,710,624,0,,,,,,,,
