checked?,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,company,condition,dates_clean,approval_date,,generic_name,generic_name_fw,Biosimilar or new formulation?,total_pts_rct,txt_pts_rct,placebo_pts_rct,comparator_pts_rct,trial_name,,NCTid,,Accelerated?
,Ocaliva,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ocaliva (obeticholic acid) is a first-in-class farnesoid X receptor (FXR) agonist for the treatment of primary biliary cholangitis.","Intercept Pharmaceuticals, Inc.",Biliary Cirrhosis,27-May-16,5/27/16,Ocaliva,obeticholic acid,obeticholic,,,,,,,,,,
,Hiberix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hiberix is a vaccine indicated for active immunization as a booster dose for the prevention of invasive disease caused by Haemophilus influenzae type b. Hiberix is approved for use in children aged six weeks through four years of age (prior to fifth birthday).,GlaxoSmithKline,Haemophilus influenzae Prophylaxis,19-Aug-09,8/19/09,,prior to fifth birthday,prior,,,,,,,,,,
,Sabril,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Sabril (vigabatrin) is an oral irreversible GABA-transaminase inhibitor for the treatment of Infantile Spasms and refractory complex partial seizures.,Lundbeck Inc.,"Epilepsy, Seizures",21-Aug-09,8/21/09,,vigabatrin,vigabatrin,,,,,,,,,,
,Zenpep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zenpep (pancrelipase) is a combination of porcine-derived lipases, proteases, and amylases indicated for the treatment of exocrine pancreatic insufficiency due to cystic fibrosis, or other conditions.","Allergan, Inc.",Pancreatic Exocrine Dysfunction,27-Aug-09,8/27/09,,pancrelipase,pancrelipase,,,,,,,,,,
,Axumin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Axumin (fluciclovine F 18) a radioactive diagnostic agent indicated for positron emissiontomography (PET) imaging in men with suspected recurrent prostate cancer.","Blue Earth Diagnostics, Ltd.",Diagnostic,27-May-16,5/27/16,Axumin,fluciclovine F 18,fluciclovine,,,,,,,,,,
,Zinbryta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Zinbryta (daclizumab) is an interleukin-2 receptor blocking antibody indicated for the treatment of relapsing forms of multiple sclerosis (MS).,"AbbVie, Inc. and Biogen",Multiple Sclerosis,27-May-16,5/27/16,Zinbryta,daclizumab,daclizumab,,,,,,,,,,
,Probuphine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Probuphine (buprenorphine) is an opioid partial agonist subdermal implant for the treatment of opioid dependence.,"Titan Pharmaceuticals, Inc.",Opiate Dependence,26-May-16,5/26/16,Probuphine,buprenorphine,buprenorphine,,,,,,,,,,
,Afstyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afstyla (antihemophilic factor (recombinant), single chain, is a recombinant,antihemophilic factor indicated for the control and prevention of bleeding episodes in adults and children with hemophilia A.",CSL Behring,Hemophilia A,25-May-16,5/25/16,Afstyla,recombinant,recombinant,,,,,,,,,,
,Tecentriq,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tecentriq (atezolizumab) is a programmed death-ligand 1 (PD-L1) blocking antibody indicated for use in the treatment of urothelial carcinoma, non-small cell lung cancer (NSCLC), triple-negative breast cancer (TNBC), and small cell lung cancer (SCLC).","Genentech, Inc.","Bladder Cancer, Non-Small Cell Lung Cancer, Breast Cancer, Small Cell Lung Cancer",18-May-16,5/18/16,Tecentriq,atezolizumab,atezolizumab,,,,,,,,,,
,Ameluz,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,Ameluz (aminolevulinic acid) is a porphyrin precursor used in combination with the BF-RhodoLED lamp for photodynamic therapy (PDT) treatment of actinic keratoses on the face and scalp. ,Biofrontera AG,Actinic Keratosis,10-May-16,5/10/16,Ameluz,aminolevulinic acid,aminolevulinic,,,,,,,,,,
,Nuplazid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Nuplazid (pimavanserin) is a non-dopaminergic, selective serotonin inverse agonist (SSIA) for the treatment of psychosis associated with Parkinsonâ€™s disease. ",Acadia Pharmaceuticals Inc. ,Parkinsonâ€™s Disease Psychosis,29-Apr-16,4/29/16,Nuplazid,pimavanserin,pimavanserin,,,,,,,,,,
,Akovaz,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,Akovaz (ephedrine sulfate) is a pressor agent administered parenterally to address clinically important hypotension in surgical settings.,Flamel Technologies,Hypotension,29-Apr-16,4/29/16,Akovaz,ephedrine sulfate,ephedrine,,,,,,,,,,
,Otovel,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,Otovel otic solution (ciprofloxacin and fluocinolone acetonide) is a fluoroquinolone antibacterial and corticosteroid combination indicated for the treatment of acute otitis media with tympanostomy tubes (AOMT) in pediatric patients.,"Laboratorios Salvat S.A. and Arbor Pharmaceuticals, LLC",Acute Otitis Media with Tympanostomy Tubes,29-Apr-16,4/29/16,Otovel,ciprofloxacin and fluocinolone acetonide,ciprofloxacin,,,,,,,,,,
,Xtampza ER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Xtampza ER (oxycodone) is an extended-release, abuse-deterrent, narcotic analgesic for the treatment of chronic pain.","Collegium Pharmaceutical, Inc.",Chronic Pain,26-Apr-16,4/26/16,Xtampza ER,oxycodone,oxycodone,,,,,,,,,,
,Bevespi Aerosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,"Bevespi Aerosphere (formoterol fumarate and glycopyrrolate) is a long-acting beta2-adrenergic agonist (LABA) and anticholinergic combination indicated for the long-term, maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD).",AstraZeneca Pharmaceuticals LP,Chronic Obstructive Pulmonary Disease,25-Apr-16,4/25/16,Bevespi Aerosphere,formoterol fumarate and glycopyrrolate,formoterol,,,,,,,,,,
,Cabometyx,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Cabometyx (cabozantinib) is a tyrosine kinase inhibitor indicated for the treatment of patients with advanced renal cell carcinoma (RCC), and patients with hepatocellular carcinoma (HCC) who have been previously treated with sorafenib.","Exelixis, Inc.","Renal Cell Carcinoma, Hepatocellular Carcinoma",25-Apr-16,4/25/16,Cabometyx,cabozantinib,cabozantinib,,,,,,,,,,
,Venclexta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Venclexta (venetoclax) is an oral B-cell lymphoma-2 (BCL-2) inhibitor indicated:,AbbVie Inc.,"Chronic Lymphocytic Leukemia, Acute Myeloid Leukemia",11-Apr-16,4/11/16,Venclexta,venetoclax,venetoclax,,,,,,,,,,
,BromSite,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,BromSite (bromfenac) is a low dose nonsteroidal anti-inflammatory drug (NSAID) ophthalmic solution for the treatment of inflammation and prevention of pain in patients undergoing cataract surgery.,Sun Pharmaceutical Industries Ltd.,Postoperative Ocular Inflammation,8-Apr-16,4/8/16,BromSite,bromfenac,bromfenac,,,,,,,,,,
,Inflectra,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Inflectra (infliximab-dyyb) is a tumor necrosis factor (TNF) blocker biosimilar to Remicade (infliximab) indicated for the treatment of Crohnâ€™s disease, ulcerative colitis, rheumatoid arthritis, ankylosing spondylitis, psoriatic arthritis and plaque psoriasis.","Celltrion, Inc.","Crohn's Disease -- Maintenance, Ulcerative Colitis, Rheumatoid Arthritis, Ankylosing Spondylitis, Psoriatic Arthritis, Plaque Psoriasis",5-Apr-16,4/5/16,Inflectra,infliximab-dyyb,infliximab,,,,,,,,,,
,Descovy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Descovy (emtricitabine and tenofovir alafenamide) is a nucleoside analog HIV-1 reverse transcriptase inhibitor (NRTI) and nucleotide reverse transcriptase inhibitor (NtRTI) fixed-dose combination for the treatment of HIV-1 infection, and for pre-exposure prophylaxis (PrEP) to reduce the risk of HIV-1 infection.","Gilead Sciences, Inc.","HIV Infection, Pre-Exposure Prophylaxis",4-Apr-16,4/4/16,Descovy,emtricitabine and tenofovir alafenamide,emtricitabine,,,,,,,,,,
,Defitelio,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Defitelio (defibrotide sodium) is a deoxyribonucleic acid derivative anticoagulant for the treatment of patients with hepatic veno-occlusive disease (VOD) with renal or pulmonary dysfunction following hematopoietic stem-cell transplantation (HSCT).,Jazz Pharmaceuticals plc,Hepatic Veno-Occlusive Disease,30-Mar-16,3/30/16,Defitelio,defibrotide sodium,defibrotide,,,,,,,,,,
,Cinqair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cinqair (reslizumab) is an interleukin 5 antagonist monoclonal antibody (IgG4 kappa) indicated for add-on maintenance treatment of patients with eosinophilic asthma.,Teva Pharmaceutical Industries Ltd.,Asthma,23-Mar-16,3/23/16,Cinqair,reslizumab,reslizumab,,,,,,,,,,
,Taltz,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Taltz (ixekizumab) is a humanized interleukin-17A antagonist indicated for the treatment of plaque psoriasis, psoriatic arthritis, and ankylosing spondylitis.",Eli Lilly and Company,"Plaque Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",22-Mar-16,3/22/16,Taltz,ixekizumab,ixekizumab,,,,,,,,,,
,Anthim,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Anthim (obiltoxaximab) is a monoclonal antibody (mAb) anthrax antitoxin for the treatment and prevention of inhalational anthrax.,"Elusys Therapeutics, Inc.","Anthrax Prophylaxis, Inhalation Bacillus anthracis",18-Mar-16,3/18/16,Anthim,obiltoxaximab,obiltoxaximab,,,,,,,,,,
,Kovaltry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kovaltry (antihemophilic factor (recombinant)) is a human DNA sequence derived, full length Factor VIII concentrate indicated for the control and prevention of bleeding episodes in adults and children with hemophilia A.",Bayer HealthCare Pharmaceuticals Inc.,Hemophilia A,16-Mar-16,3/16/16,Kovaltry,recombinant,recombinant,,,,,,,,,,
,Evomela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Evomela (melphalan) is an alkylating agent used as a high-dose conditioning treatment prior to stem cell transplantation in patients with multiple myeloma (MM), and for the palliative treatment of patients with MM for whom oral therapy is not appropriate.","Spectrum Pharmaceuticals, Inc.",Multiple Myeloma,10-Mar-16,3/10/16,Evomela,melphalan,melphalan,,,,,,,,,,
,Idelvion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Idelvion (coagulation factor IX (recombinant), albumin fusion protein) is a long-acting recombinant human blood coagulation factor indicated for the control and prevention of bleeding episodes in patients with hemophilia B.",CSL Behring,Hemophilia B,4-Mar-16,3/4/16,Idelvion,recombinant,recombinant,,,,,,,,,,
,Odefsey,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"Odefsey (emtricitabine/rilpivirine/tenofovir alafenamide) is a fixed-dose combination of emtricitabine (FTC) and tenofovir alafenamide (TAF), both HIV nucleoside analog reverse transcriptase inhibitors (NRTIs), and rilpivirine (RPV), a non-nucleoside reverse transcriptase inhibitor (NNRTI), indicated as a complete regimen for the treatment of HIV-1 infection.","Gilead Sciences, Inc.",HIV Infection,1-Mar-16,3/1/16,Odefsey,emtricitabine/rilpivirine/tenofovir alafenamide,emtricitabine,,,,,,,,,,
,Briviact,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Briviact (brivaracetam) is a selective, high-affinity synaptic vesicle protein 2A ligand and analog of levetiracetam indicated for the treatment of partial-onset seizures in patients with epilepsy.","UCB, Inc.",Epilepsy,19-Feb-16,2/19/16,Briviact,brivaracetam,brivaracetam,,,,,,,,,,
,Sernivo,TRUE,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,Sernivo Spray (betamethasone dipropionate) is a topical corticosteroid indicated for the treatment of mild to moderate plaque psoriasis.,"Promius Pharma, LLC",Plaque Psoriasis,5-Feb-16,2/5/16,Sernivo,betamethasone dipropionate,betamethasone,,,,,,,,,,
,Cetylev,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Cetylev (acetylcysteine) is an antidote for acetaminophen overdoseindicated to prevent or lessen liver damage after the ingestion of a potentially hepatotoxic quantity of acetaminophen.","Arbor Pharmaceuticals, LLC",Acetaminophen Overdose,29-Jan-16,1/29/16,Cetylev,acetylcysteine,acetylcysteine,,,,,,,,,,
,Zepatier,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"Zepatier (elbasvir and grazoprevir) is a once-daily, single tablet, NS5A replication complex inhibitor and NS3/4A protease inhibitor combination for the treatment of chronic hepatitis C virus (HCV) genotypes 1 and 4 infections.","Merck & Co., Inc.",Chronic Hepatitis C,28-Jan-16,1/28/16,Zepatier,elbasvir and grazoprevir,elbasvir,,,,,,,,,,
,Zembrace SymTouch,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Zembrace SymTouch (sumatriptan) is a  selective 5-HT1B/ID receptor agonist in a prefilled, ready-to-use, single-dose disposable autoinjector for the treatment of acute migraine episodes, with or without aura.",Dr. Reddyâ€™s Laboratories Ltd.,Migraine,28-Jan-16,1/28/16,Zembrace SymTouch,sumatriptan,sumatriptan,,,,,,,,,,
,Adzenys XR-ODT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adzenys XR-ODT (amphetamine) is a central nervous system (CNS) stimulant indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 6 years and older.,"Neos Therapeutics, Inc.",Attention-Deficit Hyperactivity Disorder (ADHD),27-Jan-16,1/27/16,Adzenys XR-ODT,amphetamine,amphetamine,,,,,,,,,,
,Onzetra Xsail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Onzetra Xsail (sumatriptan) is a fast-acting, intranasal serotonin 5-HT1B/1D receptor agonist (triptan) indicated for the acute treatment of migraine with or without aura.","Avanir Pharmaceuticals, Inc.",Migraine,27-Jan-16,1/27/16,Onzetra Xsail,sumatriptan,sumatriptan,,,,,,,,,,
,Emverm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Emverm (mebendazole) is a chewable tablet formulation of the approved anthelmintic mebendazole for the treatment of Enterobius vermicularis (pinworm), Trichuris trichiura (whipworm), Ascaris lumbricoides (common roundworm), Ancylostoma duodenale (common hookworm), Necator americanus (American hookworm) in single or mixed infections. ","Impax Laboratories, Inc.","Pinworm Infection (Enterobius vermicularis), Whipworm Infection (Trichuris trichiura), Hookworm Infection (Necator or Ancylostoma), Ascariasis",15-Jan-16,1/15/16,Emverm,mebendazole,mebendazole,,,,,,,,,,
,Zurampic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Zurampic (lesinurad) is a URAT1 inhibitor indicated for the combination treatment of hyperuricemia associated with gout.,"Ironwood Pharmaceuticals, Inc.",Hyperuricemia Associated with Gout,22-Dec-15,12/22/15,Zurampic,lesinurad,lesinurad,,,,,,,,,,
,Docetaxel Non-Alcohol Formula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Docetaxel Injection, Non-Alcohol Formula is an alcohol-free formulation of docetaxel for use in the treatment of patients with breast cancer, non-small cell lung cancer, prostate cancer, gastric adenocarcinoma, and head and neck cancer.","Eagle Pharmaceuticals, Inc.",Cancer,22-Dec-15,12/22/15,Docetaxel Non-Alcohol Formula,NA,NA,,,,,,,,,,
,Uptravi,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Uptravi (selexipag) is an oral prostacyclin receptor agonist indicated for the treatment of pulmonary arterial hypertension.,"Actelion Pharmaceuticals US, Inc.",Pulmonary Arterial Hypertension,21-Dec-15,12/21/15,Uptravi,selexipag,selexipag,,,,,,,,,,
,Basaglar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basaglar (insulin glargine injection) is a long-acting human insulin analog indicated to improve glycemic control in patients with type 1 and  type 2 diabetes mellitus.,Eli Lilly and Company and Boehringer Ingelheim,"Diabetes Type 1, Diabetes Type 2",16-Dec-15,12/16/15,Basaglar,insulin glargine injection,insulin,,,,,,,,,,
,Bridion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Bridion (sugammadex) is a novel selective relaxant binding agent (SRBA) for the reversal of neuromuscular blockade induced by rocuronium or vecuronium.,"Merck & Co., Inc.",Reversal of Nondepolarizing Muscle Relaxants,15-Dec-15,12/15/15,Bridion,sugammadex,sugammadex,,,,,,,,,,
,Vistogard,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vistogard (uridine triacetate) is a pyrimidine analog indicated for the emergency treatment of adults and children who receive an overdose of the cancer treatments fluorouracil or capecitabine.",Wellstat Therapeutics Corporation,Fluorouracil Overdose and Capecitabine Overdose,11-Dec-15,12/11/15,Vistogard,uridine triacetate,uridine,,,,,,,,,,
,Alecensa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Alecensa (alectinib) is an oral, anaplastic lymphoma kinase (ALK) inhibitor for the treatment of ALK-positive non-small cell lung cancer (NSCLC).","Genentech, Inc.",Non-Small Cell Lung Cancer,11-Dec-15,12/11/15,Alecensa,alectinib,alectinib,,,,,,,,,,
,Otiprio,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,"Otiprio (ciprofloxacin otic suspension) is a single-dose, physician-administered, sustained-exposure otic fluoroquinolone antibacterial for the treatment of pediatric patients with bilateral otitis media with effusion undergoing tympanostomy tube placement surgery, and for the treatment of acute otitis externa due to Pseudomonas aeruginosa and Staphylococcus aureus.","Otonomy, Inc.",Tympanostomy Tube Placement Surgery; Acute Otitis Externa,10-Dec-15,12/10/15,Otiprio,ciprofloxacin otic suspension,ciprofloxacin,,,,,,,,,,
,Vonvendi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vonvendi [von Willebrand factor (recombinant)] is a recombinant von Willebrand factor (VWF) indicated for on-demand treatment and control of bleeding episodes in adults diagnosed with von Willebrand disease.",Baxalta Incorporated,von Willebrand's Disease,8-Dec-15,12/8/15,Vonvendi,recombinant,recombinant,,,,,,,,,,
,Kanuma,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kanuma (sebelipase alfa) is an enzyme replacement therapy for the treatment of lysosomal acid lipase deficiency (LAL-D).,"Alexion Pharmaceuticals, Inc. ",Lysosomal Acid Lipase Deficiency,8-Dec-15,12/8/15,Kanuma,sebelipase alfa,sebelipase,,,,,,,,,,
,QuilliChew ER,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,QuilliChew ER (methylphenidate hydrochloride) is a central nervous system (CNS) stimulant indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD).,Pfizer Inc.,Attention Deficit Hyperactivity Disorder,7-Dec-15,12/7/15,QuilliChew ER,methylphenidate hydrochloride,methylphenidate,,,,,,,,,,
,Bendeka,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,Bendeka (bendamustine hydrochloride) is an alkylating drug indicated for treatment of patients with chronic lymphocytic leukemia (CLL) and patients with indolent B-cell non-Hodgkin lymphoma (NHL) that has progressed during or within six months of treatment with rituximab or a rituximab-containing regimen. ,"Eagle Pharmaceuticals, Inc.","Chronic Lymphocytic Leukemia, non-Hodgkin's Lymphoma",7-Dec-15,12/7/15,Bendeka,bendamustine hydrochloride,bendamustine,,,,,,,,,,
,Empliciti,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Empliciti (elotuzumab) is a Signaling Lymphocyte Activation Molecule (SLAMF7)-directed immunostimulatory antibody indicated for the combination treatment of patients with multiple myeloma.,Bristol-Myers Squibb Company and AbbVie,Multiple Myeloma,30-Nov-15,11/30/15,Empliciti,elotuzumab,elotuzumab,,,,,,,,,,
,Portrazza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Portrazza (necitumumab) is an epidermal growth factor receptor (EGFR) antagonist indicated in combination with gemcitabine and cisplatin for the treatment of patients with metastatic squamous non-small cell lung cancer. ,Eli Lilly and Company,Non-Small Cell Lung Cancer,24-Nov-15,11/24/15,Portrazza,necitumumab,necitumumab,,,,,,,,,,
,Fluad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fluad (influenza vaccine, adjuvanted) is an inactivated influenza vaccine indicated for the prevention of seasonal influenza in people 65 years of age and older.",Seqirus,Influenza Prophylaxis,24-Nov-15,11/24/15,Fluad,"influenza vaccine, adjuvanted",influenza,,,,,,,,,,
,Ninlaro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ninlaro (ixazomib) is an oral proteasome inhibitor indicated for use in combination with lenalidomide and dexamethasone for the treatment of patients with multiple myeloma who have received at least one prior therapy.,Takeda Pharmaceutical Company Limited,Multiple Myeloma,20-Nov-15,11/20/15,Ninlaro,ixazomib,ixazomib,,,,,,,,,,
,Narcan,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Narcan Nasal Spray (naloxone) is an intranasal opioid antagonist formulation indicated for the emergency treatment of known or suspected opioid overdose.","Adapt Pharma, Inc.",Opioid Overdose,18-Nov-15,11/18/15,Narcan,naloxone,naloxone,,,,,,,,,,
,Darzalex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Darzalex (daratumumab) is a human anti-CD38 monoclonal antibody indicated for the treatment of patients with multiple myeloma.,"Janssen Biotech, Inc.",Multiple Myeloma,16-Nov-15,11/16/15,Darzalex,daratumumab,daratumumab,,,,,,,,,,
,Tagrisso,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tagrisso (osimertinib) is a tyrosine kinase inhibitor (TKI) of epidermal growth factor receptor (EGFR) indicated for the treatment of patients with metastatic EGFR T790M mutation-positive non-small cell lung cancer.",AstraZeneca Pharmaceuticals,Non-Small Cell Lung Cancer,13-Nov-15,11/13/15,Tagrisso,osimertinib,osimertinib,,,,,,,,,,
,Adynovate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adynovate (antihemophilic factor (recombinant) pegylated) is a human antihemophilic factor indicated for the control and prevention of bleeding episodes in patients with hemophilia A.,Baxalta Incorporated,Hemophilia A,13-Nov-15,11/13/15,Adynovate,recombinant,recombinant,,,,,,,,,,
,Cotellic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cotellic (cobimetinib) is a kinase inhibitor indicated for use in combination with vemurafenib for the treatment of advanced melanoma with a BRAF V600E or V600K mutation.,"Genentech, Inc.",Melanoma -- Metastatic,10-Nov-15,11/10/15,Cotellic,cobimetinib,cobimetinib,,,,,,,,,,
,Genvoya,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"Genvoya (elvitegravir, cobicistat, emtricitabine and tenofovir alafenamide or E/C/F/TAF) is an antiretroviral combination for the treatment of HIV infection.","Gilead Sciences, Inc.",HIV Infection,5-Nov-15,11/5/15,Genvoya,"elvitegravir, cobicistat, emtricitabine and tenofovir alafenamide or E/C/F/TAF",elvitegravir,,,,,,,,,,
,Nucala,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Nucala (mepolizumab) is an interleukin-5 antagonist monoclonal antibody (IgG1 kappa) indicated for the add-on maintenance treatment of patients with severe eosinophilic asthma, and for the treatment of adult patients with eosinophilic granulomatosis with polyangiitis (Churg-Strauss syndrome).",GlaxoSmithKline plc,"Asthma, Churg-Strauss Allergic Angiitis",4-Nov-15,11/4/15,Nucala,mepolizumab,mepolizumab,,,,,,,,,,
,Utibron Neohaler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Utibron Neohaler (glycopyrrolate and indacaterol) is a long-acting muscarinic antagonist (LAMA) and long-acting beta2-adrenergic agonist (LABA) fixed-dose combination for the long-term maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD).",Novartis Pharmaceuticals Corporation,Chronic Obstructive Pulmonary Disease,29-Oct-15,10/29/15,Utibron Neohaler,glycopyrrolate and indacaterol,glycopyrrolate,,,,,,,,,,
,Seebri Neohaler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seebri Neohaler (glycopyrrolate) is a long-acting muscarinic antagonist (LAMA) for the long-term maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD).,Novartis Pharmaceuticals Corporation,Chronic Obstructive Pulmonary Disease,29-Oct-15,10/29/15,Seebri Neohaler,glycopyrrolate,glycopyrrolate,,,,,,,,,,
